date,dish,quantity,time
2023-03-02,Hazelnut Frappe,1,10:00
2023-03-02,Triple Chocolate Brownie,4,17:30
2023-03-02,Hazelnut Frappe,1,13:45
2023-03-02,Veg Wrap,3,14:45
2023-03-02,Americano,2,11:15
2023-03-02,Mango Smoothie,4,19:30
2023-03-02,Triple Chocolate Brownie,1,09:15
2023-03-02,Triple Chocolate Brownie,1,15:45
2023-03-03,Americano,3,11:15
2023-03-03,Triple Chocolate Brownie,5,11:30
2023-03-03,Strawberry Mojito,5,13:15
2023-03-03,Cheesy Blueberry Cake,3,11:30
2023-03-03,Vegetable Taco,2,20:15
2023-03-03,Triple Chocolate Brownie,1,10:00
2023-03-03,Triple Chocolate Brownie,4,13:15
2023-03-03,Chinese Noodles,1,20:15
2023-03-03,Cheesy Blueberry Cake,1,10:00
2023-03-04,Veg Wrap,2,11:15
2023-03-04,Vegetable Taco,2,13:30
2023-03-04,Vegetable Taco,4,16:45
2023-03-04,Cheesy Blueberry Cake,2,09:15
2023-03-04,Mango Smoothie,2,20:00
2023-03-04,Americano,3,14:15
2023-03-04,Chinese Noodles,3,11:00
2023-03-04,Cheesy Blueberry Cake,4,13:00
2023-03-04,Cheesy Blueberry Cake,3,17:30
2023-03-04,Triple Chocolate Brownie,5,14:30
2023-03-04,Triple Chocolate Brownie,2,17:45
2023-03-05,Americano,2,16:45
2023-03-05,Strawberry Mojito,1,20:15
2023-03-05,Cheesy Blueberry Cake,5,17:30
2023-03-05,Vegetable Taco,1,19:30
2023-03-05,Vegetable Taco,3,14:15
2023-03-05,Chinese Noodles,2,16:45
2023-03-05,Strawberry Mojito,4,19:45
2023-03-05,Veg Wrap,1,18:45
2023-03-05,Mango Smoothie,5,09:45
2023-03-05,Veg Wrap,3,18:30
2023-03-05,Cheesy Blueberry Cake,5,15:00
2023-03-05,Triple Chocolate Brownie,3,14:15
2023-03-06,Triple Chocolate Brownie,3,10:45
2023-03-06,Chinese Noodles,3,18:45
2023-03-06,Vegetable Taco,2,11:30
2023-03-06,Strawberry Mojito,1,15:00
2023-03-06,Americano,1,15:45
2023-03-06,Vegetable Taco,4,09:15
2023-03-06,Strawberry Mojito,4,18:30
2023-03-06,Vegetable Taco,5,18:45
2023-03-06,Mango Smoothie,3,13:15
2023-03-06,Triple Chocolate Brownie,4,17:30
2023-03-06,Strawberry Mojito,4,12:00
2023-03-07,Strawberry Mojito,3,12:00
2023-03-07,Veg Wrap,3,17:30
2023-03-07,Hazelnut Frappe,3,12:30
2023-03-07,Chinese Noodles,4,11:15
2023-03-07,Strawberry Mojito,2,12:45
2023-03-07,Hazelnut Frappe,4,19:15
2023-03-07,Mango Smoothie,5,19:00
2023-03-07,Americano,1,15:15
2023-03-08,Chinese Noodles,5,19:15
2023-03-08,Triple Chocolate Brownie,2,14:30
2023-03-08,Strawberry Mojito,2,17:45
2023-03-08,Vegetable Taco,2,18:00
2023-03-08,Mango Smoothie,2,16:00
2023-03-08,Cheesy Blueberry Cake,2,09:30
2023-03-08,Veg Wrap,1,16:15
2023-03-08,Veg Wrap,5,12:45
2023-03-08,Hazelnut Frappe,4,10:30
2023-03-08,Americano,3,16:15
2023-03-08,Cheesy Blueberry Cake,2,13:30
2023-03-09,Chinese Noodles,1,09:00
2023-03-09,Chinese Noodles,3,14:30
2023-03-09,Vegetable Taco,3,15:15
2023-03-09,Veg Wrap,3,20:15
2023-03-09,Veg Wrap,1,15:30
2023-03-09,Vegetable Taco,5,16:00
2023-03-09,Chinese Noodles,3,14:45
2023-03-09,Cheesy Blueberry Cake,5,10:00
2023-03-09,Vegetable Taco,2,15:15
2023-03-09,Chinese Noodles,5,10:00
2023-03-09,Americano,4,09:15
2023-03-09,Hazelnut Frappe,4,12:15
2023-03-09,Triple Chocolate Brownie,4,16:45
2023-03-09,Strawberry Mojito,1,09:45
2023-03-10,Chinese Noodles,3,13:15
2023-03-10,Strawberry Mojito,1,11:45
2023-03-10,Hazelnut Frappe,2,19:00
2023-03-10,Mango Smoothie,3,11:45
2023-03-10,Veg Wrap,4,10:45
2023-03-10,Hazelnut Frappe,1,17:45
2023-03-10,Triple Chocolate Brownie,4,13:15
2023-03-10,Vegetable Taco,1,19:15
2023-03-10,Triple Chocolate Brownie,5,11:30
2023-03-10,Vegetable Taco,4,18:45
2023-03-11,Strawberry Mojito,2,19:45
2023-03-11,Hazelnut Frappe,4,20:00
2023-03-11,Triple Chocolate Brownie,4,13:15
2023-03-11,Vegetable Taco,5,20:15
2023-03-11,Strawberry Mojito,5,12:45
2023-03-11,Mango Smoothie,1,13:15
2023-03-11,Veg Wrap,1,12:15
2023-03-11,Mango Smoothie,5,09:30
2023-03-11,Americano,2,13:30
2023-03-11,Veg Wrap,3,20:30
2023-03-11,Mango Smoothie,1,17:30
2023-03-11,Hazelnut Frappe,5,15:45
2023-03-12,Americano,2,17:00
2023-03-12,Mango Smoothie,5,12:15
2023-03-12,Veg Wrap,5,15:00
2023-03-12,Vegetable Taco,1,20:30
2023-03-12,Mango Smoothie,5,18:15
2023-03-12,Hazelnut Frappe,4,10:30
2023-03-12,Americano,4,10:45
2023-03-12,Americano,5,15:00
2023-03-12,Chinese Noodles,3,15:30
2023-03-12,Veg Wrap,2,15:45
2023-03-12,Chinese Noodles,4,20:30
2023-03-12,Mango Smoothie,5,12:00
2023-03-12,Veg Wrap,1,13:00
2023-03-13,Americano,4,20:15
2023-03-13,Strawberry Mojito,3,13:00
2023-03-13,Vegetable Taco,5,10:30
2023-03-13,Cheesy Blueberry Cake,4,10:30
2023-03-13,Triple Chocolate Brownie,4,12:00
2023-03-13,Strawberry Mojito,4,10:15
2023-03-13,Triple Chocolate Brownie,2,14:00
2023-03-13,Strawberry Mojito,4,19:00
2023-03-13,Chinese Noodles,4,13:30
2023-03-13,Chinese Noodles,5,15:30
2023-03-13,Triple Chocolate Brownie,2,15:00
2023-03-13,Triple Chocolate Brownie,4,20:15
2023-03-13,Triple Chocolate Brownie,4,17:15
2023-03-14,Triple Chocolate Brownie,1,20:45
2023-03-14,Veg Wrap,4,16:45
2023-03-14,Mango Smoothie,2,18:45
2023-03-14,Cheesy Blueberry Cake,3,13:15
2023-03-14,Americano,3,14:30
2023-03-14,Strawberry Mojito,5,18:45
2023-03-14,Chinese Noodles,2,12:45
2023-03-14,Cheesy Blueberry Cake,2,15:15
2023-03-14,Vegetable Taco,2,20:00
2023-03-14,Vegetable Taco,2,10:30
2023-03-14,Cheesy Blueberry Cake,4,14:45
2023-03-14,Strawberry Mojito,5,11:30
2023-03-14,Chinese Noodles,5,16:15
2023-03-14,Cheesy Blueberry Cake,1,17:00
2023-03-15,Americano,5,15:15
2023-03-15,Mango Smoothie,1,19:30
2023-03-15,Hazelnut Frappe,1,12:45
2023-03-15,Mango Smoothie,5,14:45
2023-03-15,Americano,1,09:45
2023-03-15,Cheesy Blueberry Cake,3,11:45
2023-03-15,Hazelnut Frappe,4,10:30
2023-03-15,Hazelnut Frappe,5,12:15
2023-03-15,Mango Smoothie,2,12:15
2023-03-15,Triple Chocolate Brownie,4,18:30
2023-03-15,Americano,5,13:15
2023-03-15,Veg Wrap,1,20:45
2023-03-15,Americano,5,12:30
2023-03-15,Vegetable Taco,1,19:00
2023-03-16,Cheesy Blueberry Cake,3,18:45
2023-03-16,Hazelnut Frappe,3,19:30
2023-03-16,Chinese Noodles,2,11:00
2023-03-16,Hazelnut Frappe,2,17:00
2023-03-16,Cheesy Blueberry Cake,3,16:30
2023-03-16,Cheesy Blueberry Cake,1,14:30
2023-03-16,Strawberry Mojito,5,18:15
2023-03-16,Americano,1,10:00
2023-03-17,Mango Smoothie,2,18:15
2023-03-17,Veg Wrap,4,20:45
2023-03-17,Strawberry Mojito,5,09:30
2023-03-17,Veg Wrap,2,16:30
2023-03-17,Mango Smoothie,1,17:45
2023-03-17,Americano,1,14:15
2023-03-17,Mango Smoothie,1,09:45
2023-03-17,Cheesy Blueberry Cake,3,20:15
2023-03-17,Mango Smoothie,5,19:45
2023-03-18,Hazelnut Frappe,5,10:00
2023-03-18,Hazelnut Frappe,4,12:45
2023-03-18,Veg Wrap,1,16:00
2023-03-18,Americano,5,16:30
2023-03-18,Vegetable Taco,2,14:00
2023-03-18,Strawberry Mojito,5,16:30
2023-03-18,Strawberry Mojito,1,09:30
2023-03-18,Strawberry Mojito,4,14:45
2023-03-18,Americano,3,20:15
2023-03-19,Strawberry Mojito,1,09:30
2023-03-19,Mango Smoothie,4,10:30
2023-03-19,Triple Chocolate Brownie,2,12:30
2023-03-19,Hazelnut Frappe,1,16:15
2023-03-19,Triple Chocolate Brownie,1,10:30
2023-03-20,Cheesy Blueberry Cake,4,11:45
2023-03-20,Veg Wrap,2,19:15
2023-03-20,Triple Chocolate Brownie,2,13:15
2023-03-20,Americano,1,16:45
2023-03-20,Triple Chocolate Brownie,4,13:30
2023-03-20,Mango Smoothie,5,09:00
2023-03-20,Triple Chocolate Brownie,4,19:30
2023-03-20,Hazelnut Frappe,2,17:45
2023-03-20,Chinese Noodles,3,12:45
2023-03-20,Hazelnut Frappe,1,15:15
2023-03-21,Vegetable Taco,1,20:00
2023-03-21,Hazelnut Frappe,5,10:30
2023-03-21,Americano,5,13:15
2023-03-21,Chinese Noodles,2,14:30
2023-03-21,Cheesy Blueberry Cake,4,20:45
2023-03-21,Vegetable Taco,1,09:00
2023-03-21,Americano,3,15:15
2023-03-21,Strawberry Mojito,5,15:15
2023-03-21,Triple Chocolate Brownie,3,18:30
2023-03-21,Mango Smoothie,4,11:15
2023-03-22,Chinese Noodles,2,15:45
2023-03-22,Chinese Noodles,4,15:00
2023-03-22,Chinese Noodles,5,18:00
2023-03-22,Chinese Noodles,1,12:00
2023-03-22,Veg Wrap,3,17:45
2023-03-22,Mango Smoothie,4,19:45
2023-03-22,Americano,4,17:15
2023-03-22,Chinese Noodles,3,19:30
2023-03-22,Veg Wrap,1,18:45
2023-03-22,Americano,3,09:30
2023-03-22,Veg Wrap,3,13:45
2023-03-22,Cheesy Blueberry Cake,5,17:30
2023-03-23,Americano,4,16:30
2023-03-23,Chinese Noodles,2,15:45
2023-03-23,Americano,5,14:45
2023-03-23,Veg Wrap,5,18:45
2023-03-23,Americano,2,15:15
2023-03-23,Strawberry Mojito,4,09:00
2023-03-23,Hazelnut Frappe,1,16:30
2023-03-23,Chinese Noodles,1,11:00
2023-03-23,Americano,2,19:15
2023-03-23,Strawberry Mojito,3,13:15
2023-03-23,Hazelnut Frappe,5,09:15
2023-03-23,Chinese Noodles,4,14:30
2023-03-23,Hazelnut Frappe,4,18:45
2023-03-24,Americano,1,10:15
2023-03-24,Strawberry Mojito,2,14:15
2023-03-24,Mango Smoothie,1,18:15
2023-03-24,Hazelnut Frappe,3,17:00
2023-03-24,Hazelnut Frappe,4,10:00
2023-03-24,Triple Chocolate Brownie,4,14:30
2023-03-24,Veg Wrap,2,15:00
2023-03-24,Strawberry Mojito,1,11:00
2023-03-24,Triple Chocolate Brownie,2,19:15
2023-03-24,Chinese Noodles,2,11:45
2023-03-24,Chinese Noodles,4,16:15
2023-03-24,Vegetable Taco,2,15:45
2023-03-24,Veg Wrap,4,16:30
2023-03-24,Hazelnut Frappe,5,12:45
2023-03-24,Triple Chocolate Brownie,3,14:30
2023-03-25,Strawberry Mojito,3,12:45
2023-03-25,Americano,3,15:45
2023-03-25,Mango Smoothie,5,09:00
2023-03-25,Triple Chocolate Brownie,2,15:00
2023-03-25,Hazelnut Frappe,4,19:45
2023-03-25,Chinese Noodles,3,15:15
2023-03-25,Veg Wrap,1,19:30
2023-03-25,Mango Smoothie,5,13:00
2023-03-25,Triple Chocolate Brownie,2,10:30
2023-03-25,Americano,3,15:30
2023-03-25,Hazelnut Frappe,2,12:30
2023-03-25,Chinese Noodles,3,12:45
2023-03-26,Mango Smoothie,2,10:00
2023-03-26,Vegetable Taco,4,14:00
2023-03-26,Mango Smoothie,4,13:30
2023-03-26,Triple Chocolate Brownie,4,11:15
2023-03-26,Strawberry Mojito,3,16:15
2023-03-26,Triple Chocolate Brownie,5,10:30
2023-03-26,Americano,2,19:15
2023-03-26,Americano,3,14:30
2023-03-27,Strawberry Mojito,2,10:00
2023-03-27,Chinese Noodles,5,20:30
2023-03-27,Americano,1,17:15
2023-03-27,Veg Wrap,2,14:15
2023-03-27,Americano,1,09:45
2023-03-27,Vegetable Taco,5,15:30
2023-03-27,Triple Chocolate Brownie,5,17:30
2023-03-27,Mango Smoothie,3,11:15
2023-03-27,Mango Smoothie,1,11:30
2023-03-27,Vegetable Taco,3,18:45
2023-03-27,Cheesy Blueberry Cake,1,10:30
2023-03-28,Mango Smoothie,3,17:15
2023-03-28,Veg Wrap,3,18:45
2023-03-28,Strawberry Mojito,3,16:00
2023-03-28,Chinese Noodles,4,20:30
2023-03-28,Chinese Noodles,3,20:30
2023-03-28,Triple Chocolate Brownie,5,13:15
2023-03-29,Vegetable Taco,5,14:00
2023-03-29,Mango Smoothie,1,10:45
2023-03-29,Strawberry Mojito,3,19:00
2023-03-29,Hazelnut Frappe,5,14:45
2023-03-29,Chinese Noodles,2,12:30
2023-03-29,Americano,5,10:15
2023-03-29,Hazelnut Frappe,4,19:45
2023-03-29,Strawberry Mojito,4,11:00
2023-03-29,Strawberry Mojito,2,17:15
2023-03-29,Americano,1,13:15
2023-03-29,Americano,1,16:00
2023-03-29,Mango Smoothie,5,19:00
2023-03-30,Americano,4,16:45
2023-03-30,Strawberry Mojito,1,12:00
2023-03-30,Triple Chocolate Brownie,3,12:00
2023-03-30,Mango Smoothie,5,16:00
2023-03-30,Chinese Noodles,1,12:45
2023-03-30,Chinese Noodles,5,10:45
2023-03-30,Hazelnut Frappe,5,10:30
2023-03-30,Cheesy Blueberry Cake,3,10:45
2023-03-30,Triple Chocolate Brownie,2,18:00
2023-03-30,Strawberry Mojito,4,16:45
2023-03-30,Vegetable Taco,3,09:45
2023-03-30,Chinese Noodles,5,20:15
2023-03-31,Vegetable Taco,5,16:00
2023-03-31,Triple Chocolate Brownie,3,11:15
2023-03-31,Triple Chocolate Brownie,5,19:45
2023-03-31,Vegetable Taco,5,12:00
2023-03-31,Veg Wrap,2,15:15
2023-03-31,Cheesy Blueberry Cake,5,15:45
2023-03-31,Strawberry Mojito,3,20:30
2023-03-31,Mango Smoothie,5,11:15
2023-03-31,Cheesy Blueberry Cake,5,20:00
2023-03-31,Vegetable Taco,2,14:00
2023-03-31,Hazelnut Frappe,1,16:30
2023-03-31,Americano,4,13:45
2023-03-31,Vegetable Taco,1,18:00
2023-04-01,Vegetable Taco,2,15:30
2023-04-01,Mango Smoothie,5,14:00
2023-04-01,Strawberry Mojito,4,17:30
2023-04-01,Cheesy Blueberry Cake,4,12:00
2023-04-01,Americano,3,10:30
2023-04-01,Mango Smoothie,4,15:45
2023-04-01,Veg Wrap,2,09:00
2023-04-01,Vegetable Taco,2,13:45
2023-04-01,Chinese Noodles,5,11:30
2023-04-01,Hazelnut Frappe,4,13:15
2023-04-01,Americano,3,16:15
2023-04-01,Strawberry Mojito,5,09:30
2023-04-02,Chinese Noodles,4,10:15
2023-04-02,Mango Smoothie,2,12:15
2023-04-02,Mango Smoothie,2,18:30
2023-04-02,Vegetable Taco,2,17:30
2023-04-02,Americano,3,16:30
2023-04-02,Americano,4,12:30
2023-04-02,Veg Wrap,4,17:15
2023-04-02,Vegetable Taco,4,19:15
2023-04-02,Mango Smoothie,5,14:30
2023-04-03,Triple Chocolate Brownie,3,18:30
2023-04-03,Vegetable Taco,2,14:15
2023-04-03,Triple Chocolate Brownie,3,17:00
2023-04-03,Chinese Noodles,4,14:15
2023-04-03,Triple Chocolate Brownie,1,17:30
2023-04-03,Chinese Noodles,3,18:45
2023-04-03,Vegetable Taco,2,11:45
2023-04-03,Strawberry Mojito,4,13:00
2023-04-03,Strawberry Mojito,5,20:45
2023-04-03,Cheesy Blueberry Cake,4,19:15
2023-04-03,Americano,1,14:30
2023-04-03,Mango Smoothie,4,09:15
2023-04-04,Vegetable Taco,3,11:15
2023-04-04,Americano,5,11:45
2023-04-04,Chinese Noodles,2,13:45
2023-04-04,Vegetable Taco,3,20:30
2023-04-04,Mango Smoothie,5,10:15
2023-04-04,Cheesy Blueberry Cake,1,15:30
2023-04-04,Vegetable Taco,5,17:15
2023-04-04,Vegetable Taco,2,17:45
2023-04-04,Veg Wrap,4,14:30
2023-04-04,Vegetable Taco,5,14:45
2023-04-04,Hazelnut Frappe,1,13:45
2023-04-04,Cheesy Blueberry Cake,3,15:45
2023-04-05,Cheesy Blueberry Cake,2,13:00
2023-04-05,Vegetable Taco,4,10:15
2023-04-05,Strawberry Mojito,2,12:15
2023-04-05,Triple Chocolate Brownie,1,17:30
2023-04-05,Chinese Noodles,1,18:45
2023-04-05,Cheesy Blueberry Cake,3,15:45
2023-04-05,Hazelnut Frappe,1,20:30
2023-04-05,Triple Chocolate Brownie,3,18:30
2023-04-05,Americano,1,16:30
2023-04-05,Americano,3,16:45
2023-04-05,Vegetable Taco,2,09:15
2023-04-05,Strawberry Mojito,3,19:00
2023-04-05,Triple Chocolate Brownie,2,20:00
2023-04-06,Vegetable Taco,5,18:30
2023-04-06,Americano,4,18:45
2023-04-06,Mango Smoothie,3,18:15
2023-04-06,Hazelnut Frappe,1,17:45
2023-04-06,Triple Chocolate Brownie,1,20:30
2023-04-06,Triple Chocolate Brownie,3,15:00
2023-04-06,Cheesy Blueberry Cake,2,15:00
2023-04-06,Vegetable Taco,1,14:30
2023-04-06,Triple Chocolate Brownie,5,10:00
2023-04-06,Veg Wrap,4,16:15
2023-04-06,Hazelnut Frappe,5,09:45
2023-04-06,Cheesy Blueberry Cake,1,09:15
2023-04-06,Hazelnut Frappe,5,20:45
2023-04-07,Cheesy Blueberry Cake,5,17:30
2023-04-07,Strawberry Mojito,3,09:00
2023-04-07,Hazelnut Frappe,3,19:00
2023-04-07,Triple Chocolate Brownie,5,09:45
2023-04-07,Veg Wrap,1,13:15
2023-04-07,Chinese Noodles,5,13:30
2023-04-08,Veg Wrap,3,18:15
2023-04-08,Hazelnut Frappe,3,09:00
2023-04-08,Cheesy Blueberry Cake,5,10:15
2023-04-08,Cheesy Blueberry Cake,5,19:30
2023-04-08,Strawberry Mojito,5,16:45
2023-04-09,Veg Wrap,4,19:30
2023-04-09,Hazelnut Frappe,4,14:30
2023-04-09,Cheesy Blueberry Cake,5,12:15
2023-04-09,Triple Chocolate Brownie,5,17:15
2023-04-09,Americano,2,16:30
2023-04-09,Mango Smoothie,2,14:45
2023-04-09,Hazelnut Frappe,4,20:30
2023-04-09,Triple Chocolate Brownie,1,14:30
2023-04-09,Veg Wrap,2,17:30
2023-04-09,Strawberry Mojito,1,14:15
2023-04-09,Strawberry Mojito,1,10:00
2023-04-09,Hazelnut Frappe,5,12:30
2023-04-10,Chinese Noodles,1,15:15
2023-04-10,Mango Smoothie,2,19:45
2023-04-10,Americano,3,18:30
2023-04-10,Chinese Noodles,5,14:45
2023-04-10,Chinese Noodles,2,14:45
2023-04-10,Strawberry Mojito,1,12:45
2023-04-10,Veg Wrap,2,17:30
2023-04-10,Americano,2,09:15
2023-04-10,Strawberry Mojito,2,11:00
2023-04-10,Mango Smoothie,2,10:00
2023-04-10,Mango Smoothie,3,14:30
2023-04-10,Hazelnut Frappe,3,10:00
2023-04-10,Triple Chocolate Brownie,2,14:30
2023-04-11,Hazelnut Frappe,5,18:30
2023-04-11,Strawberry Mojito,3,16:15
2023-04-11,Triple Chocolate Brownie,2,14:30
2023-04-11,Hazelnut Frappe,1,18:00
2023-04-11,Cheesy Blueberry Cake,3,14:15
2023-04-11,Chinese Noodles,4,13:45
2023-04-12,Chinese Noodles,5,16:30
2023-04-12,Veg Wrap,1,10:30
2023-04-12,Strawberry Mojito,5,13:00
2023-04-12,Chinese Noodles,3,17:00
2023-04-12,Triple Chocolate Brownie,3,16:45
2023-04-12,Americano,4,14:45
2023-04-12,Cheesy Blueberry Cake,3,18:00
2023-04-12,Cheesy Blueberry Cake,2,15:15
2023-04-12,Vegetable Taco,4,14:30
2023-04-12,Mango Smoothie,2,18:30
2023-04-12,Mango Smoothie,1,14:30
2023-04-12,Vegetable Taco,4,12:45
2023-04-12,Veg Wrap,4,09:45
2023-04-13,Chinese Noodles,2,10:15
2023-04-13,Hazelnut Frappe,4,14:45
2023-04-13,Vegetable Taco,3,14:15
2023-04-13,Veg Wrap,4,16:45
2023-04-13,Mango Smoothie,5,17:30
2023-04-13,Triple Chocolate Brownie,4,11:00
2023-04-13,Hazelnut Frappe,1,20:15
2023-04-13,Mango Smoothie,3,16:15
2023-04-13,Vegetable Taco,4,19:00
2023-04-13,Americano,2,17:00
2023-04-13,Mango Smoothie,1,14:15
2023-04-14,Chinese Noodles,1,10:45
2023-04-14,Chinese Noodles,1,12:30
2023-04-14,Hazelnut Frappe,2,18:00
2023-04-14,Vegetable Taco,4,09:45
2023-04-14,Vegetable Taco,1,11:15
2023-04-14,Vegetable Taco,1,12:45
2023-04-14,Mango Smoothie,3,14:00
2023-04-14,Veg Wrap,1,11:00
2023-04-14,Cheesy Blueberry Cake,4,11:45
2023-04-14,Americano,4,19:45
2023-04-14,Americano,3,15:15
2023-04-14,Veg Wrap,4,19:00
2023-04-14,Chinese Noodles,4,15:45
2023-04-15,Mango Smoothie,2,15:00
2023-04-15,Mango Smoothie,5,18:00
2023-04-15,Veg Wrap,5,10:30
2023-04-15,Hazelnut Frappe,3,12:45
2023-04-15,Cheesy Blueberry Cake,1,09:00
2023-04-15,Hazelnut Frappe,5,11:15
2023-04-15,Vegetable Taco,3,11:00
2023-04-15,Mango Smoothie,3,15:45
2023-04-15,Mango Smoothie,5,14:30
2023-04-15,Triple Chocolate Brownie,4,17:15
2023-04-15,Hazelnut Frappe,5,10:30
2023-04-15,Hazelnut Frappe,5,14:45
2023-04-15,Veg Wrap,2,17:45
2023-04-15,Strawberry Mojito,2,13:00
2023-04-16,Veg Wrap,5,11:15
2023-04-16,Americano,2,20:15
2023-04-16,Strawberry Mojito,2,17:15
2023-04-16,Vegetable Taco,4,09:30
2023-04-16,Cheesy Blueberry Cake,5,09:45
2023-04-16,Hazelnut Frappe,4,20:45
2023-04-16,Vegetable Taco,4,20:30
2023-04-16,Mango Smoothie,4,13:30
2023-04-16,Chinese Noodles,2,18:30
2023-04-16,Triple Chocolate Brownie,4,09:30
2023-04-17,Hazelnut Frappe,1,18:45
2023-04-17,Hazelnut Frappe,4,12:30
2023-04-17,Vegetable Taco,3,12:30
2023-04-17,Mango Smoothie,3,16:30
2023-04-17,Cheesy Blueberry Cake,2,15:45
2023-04-18,Cheesy Blueberry Cake,3,10:45
2023-04-18,Veg Wrap,4,09:45
2023-04-18,Chinese Noodles,3,14:30
2023-04-18,Hazelnut Frappe,4,09:15
2023-04-18,Strawberry Mojito,3,17:30
2023-04-18,Mango Smoothie,5,15:15
2023-04-18,Hazelnut Frappe,3,15:45
2023-04-18,Cheesy Blueberry Cake,5,11:30
2023-04-18,Strawberry Mojito,2,18:15
2023-04-18,Chinese Noodles,2,13:30
2023-04-18,Chinese Noodles,2,09:45
2023-04-19,Cheesy Blueberry Cake,3,10:15
2023-04-19,Vegetable Taco,3,14:00
2023-04-19,Americano,2,18:00
2023-04-19,Cheesy Blueberry Cake,1,12:30
2023-04-19,Chinese Noodles,2,09:45
2023-04-19,Triple Chocolate Brownie,3,09:45
2023-04-19,Americano,5,17:00
2023-04-19,Mango Smoothie,5,13:30
2023-04-19,Americano,3,15:30
2023-04-19,Strawberry Mojito,4,14:15
2023-04-19,Vegetable Taco,2,18:45
2023-04-19,Cheesy Blueberry Cake,4,18:15
2023-04-19,Cheesy Blueberry Cake,3,10:45
2023-04-19,Chinese Noodles,2,14:15
2023-04-20,Veg Wrap,4,15:00
2023-04-20,Veg Wrap,2,12:30
2023-04-20,Americano,5,13:30
2023-04-20,Triple Chocolate Brownie,1,17:00
2023-04-20,Vegetable Taco,1,18:15
2023-04-20,Cheesy Blueberry Cake,5,17:00
2023-04-20,Chinese Noodles,1,13:15
2023-04-20,Americano,5,10:45
2023-04-20,Cheesy Blueberry Cake,5,14:45
2023-04-20,Americano,4,11:30
2023-04-21,Mango Smoothie,1,09:30
2023-04-21,Vegetable Taco,1,13:15
2023-04-21,Veg Wrap,1,16:00
2023-04-21,Strawberry Mojito,1,12:00
2023-04-21,Strawberry Mojito,4,20:00
2023-04-21,Chinese Noodles,3,16:15
2023-04-21,Cheesy Blueberry Cake,4,18:15
2023-04-22,Chinese Noodles,4,16:00
2023-04-22,Hazelnut Frappe,5,17:30
2023-04-22,Vegetable Taco,3,09:45
2023-04-22,Veg Wrap,4,10:30
2023-04-22,Veg Wrap,2,14:30
2023-04-22,Hazelnut Frappe,5,13:15
2023-04-22,Strawberry Mojito,5,12:00
2023-04-22,Vegetable Taco,1,13:30
2023-04-22,Vegetable Taco,5,19:45
2023-04-22,Hazelnut Frappe,3,16:30
2023-04-22,Triple Chocolate Brownie,5,17:15
2023-04-22,Mango Smoothie,1,11:30
2023-04-22,Americano,1,17:30
2023-04-23,Chinese Noodles,4,18:00
2023-04-23,Triple Chocolate Brownie,3,13:30
2023-04-23,Americano,2,19:30
2023-04-23,Mango Smoothie,2,13:45
2023-04-23,Triple Chocolate Brownie,4,16:00
2023-04-23,Chinese Noodles,4,16:15
2023-04-23,Veg Wrap,5,09:45
2023-04-23,Vegetable Taco,2,11:00
2023-04-23,Mango Smoothie,5,14:30
2023-04-23,Veg Wrap,5,12:45
2023-04-23,Hazelnut Frappe,5,17:45
2023-04-23,Mango Smoothie,3,15:30
2023-04-23,Cheesy Blueberry Cake,5,11:15
2023-04-24,Triple Chocolate Brownie,4,20:45
2023-04-24,Vegetable Taco,5,18:30
2023-04-24,Vegetable Taco,2,09:45
2023-04-24,Vegetable Taco,5,10:45
2023-04-24,Triple Chocolate Brownie,2,11:45
2023-04-24,Mango Smoothie,1,16:00
2023-04-24,Hazelnut Frappe,1,11:45
2023-04-24,Veg Wrap,1,14:45
2023-04-24,Chinese Noodles,1,18:30
2023-04-24,Strawberry Mojito,4,16:45
2023-04-24,Triple Chocolate Brownie,2,15:45
2023-04-24,Cheesy Blueberry Cake,2,17:30
2023-04-24,Chinese Noodles,4,09:30
2023-04-24,Veg Wrap,2,17:45
2023-04-24,Strawberry Mojito,1,16:45
2023-04-25,Hazelnut Frappe,1,10:15
2023-04-25,Mango Smoothie,3,14:45
2023-04-25,Americano,1,09:45
2023-04-25,Americano,2,09:45
2023-04-25,Chinese Noodles,2,16:00
2023-04-25,Vegetable Taco,3,12:15
2023-04-25,Cheesy Blueberry Cake,1,13:15
2023-04-25,Mango Smoothie,4,09:00
2023-04-25,Chinese Noodles,4,17:15
2023-04-25,Veg Wrap,5,19:30
2023-04-25,Vegetable Taco,1,18:00
2023-04-25,Hazelnut Frappe,4,10:45
2023-04-25,Americano,5,18:00
2023-04-25,Americano,4,19:45
2023-04-26,Veg Wrap,1,09:30
2023-04-26,Triple Chocolate Brownie,4,12:45
2023-04-26,Vegetable Taco,4,20:15
2023-04-26,Vegetable Taco,3,10:45
2023-04-26,Veg Wrap,4,15:45
2023-04-26,Strawberry Mojito,1,15:30
2023-04-26,Cheesy Blueberry Cake,1,14:45
2023-04-26,Triple Chocolate Brownie,5,18:45
2023-04-26,Strawberry Mojito,5,19:45
2023-04-26,Triple Chocolate Brownie,5,16:00
2023-04-27,Americano,5,11:45
2023-04-27,Mango Smoothie,1,15:30
2023-04-27,Americano,3,11:00
2023-04-27,Vegetable Taco,5,20:00
2023-04-27,Chinese Noodles,2,17:00
2023-04-27,Americano,2,10:45
2023-04-27,Chinese Noodles,1,12:00
2023-04-27,Triple Chocolate Brownie,4,18:00
2023-04-27,Americano,5,15:00
